2.075611564121510898e-10,1.349147516679031714e-10,1.408450704225388958e-10,1.423276501111912094e-10,1.438102297998501405e-10,1.423276501111912094e-10,1.497405485544858648e-10,1.482579688658269337e-10,1.586360266864328338e-10,1.630837657524096271e-10,1.630837657524096271e-10,1.704966641957042825e-10,1.734618235730155272e-10,1.764269829503333894e-10,1.808747220163101826e-10,1.823573017049624963e-10,1.853224610822803584e-10,1.764269829503333894e-10,1.838398813936280448e-10,1.853224610822803584e-10,1.897702001482637691e-10,1.838398813936214273e-10,1.882876204595982206e-10,1.868050407709392895e-10,1.882876204595982206e-10,1.882876204595982206e-10,1.868050407709459069e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.868050407709392895e-10,1.927353595255750138e-10,1.853224610822869759e-10,1.882876204595982206e-10,1.912527798369160827e-10,1.853224610822803584e-10,1.838398813936214273e-10,1.853224610822803584e-10,1.838398813936214273e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.868050407709392895e-10,1.853224610822803584e-10,1.808747220163035652e-10,1.808747220163101826e-10,1.823573017049624963e-10,1.779095626389923205e-10,1.793921423276512515e-10,1.853224610822803584e-10,1.823573017049624963e-10,1.868050407709392895e-10,1.823573017049624963e-10,1.823573017049624963e-10,1.868050407709392895e-10,1.882876204596048380e-10,1.853224610822869759e-10,1.793921423276512515e-10,1.808747220163101826e-10,1.779095626389923205e-10,1.838398813936280448e-10,1.808747220163101826e-10,1.808747220163101826e-10,1.779095626389923205e-10,1.853224610822803584e-10,1.764269829503333894e-10,1.719792438843632136e-10,1.808747220163035652e-10,1.882876204596048380e-10,1.838398813936214273e-10,1.764269829503333894e-10,1.779095626389923205e-10,1.838398813936214273e-10,1.838398813936280448e-10,1.793921423276446341e-10,1.823573017049691137e-10,1.764269829503333894e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.334321719792442403e-10,1.363973313565621025e-10,1.423276501111978268e-10,1.378799110452210336e-10,1.393624907338733472e-10,1.482579688658269337e-10,1.497405485544858648e-10,1.571534469977739028e-10,1.675315048183798029e-10,1.675315048183864203e-10,1.764269829503333894e-10,1.719792438843565961e-10,1.793921423276512515e-10,1.808747220163101826e-10,1.779095626389923205e-10,1.793921423276446341e-10,1.868050407709459069e-10,1.853224610822803584e-10,1.882876204596048380e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.882876204595982206e-10,1.823573017049691137e-10,1.882876204595982206e-10,1.897702001482637691e-10,1.942179392142273275e-10,1.897702001482571517e-10,1.838398813936214273e-10,1.823573017049624963e-10,1.868050407709459069e-10,1.882876204595982206e-10,1.838398813936280448e-10,1.793921423276512515e-10,1.882876204596048380e-10,1.942179392142339449e-10,1.808747220163101826e-10,1.882876204596048380e-10,1.764269829503333894e-10,1.853224610822803584e-10,1.793921423276512515e-10,1.868050407709392895e-10,1.882876204595982206e-10,1.853224610822869759e-10,1.823573017049624963e-10,1.868050407709459069e-10,1.882876204595982206e-10,1.838398813936280448e-10,1.882876204595982206e-10,1.808747220163035652e-10,1.882876204595982206e-10,1.868050407709392895e-10,1.838398813936280448e-10,1.793921423276512515e-10,1.823573017049624963e-10,1.838398813936280448e-10,1.853224610822803584e-10,1.808747220163101826e-10,1.853224610822803584e-10,1.823573017049691137e-10,1.779095626389923205e-10,1.808747220163035652e-10,1.838398813936280448e-10,1.838398813936280448e-10,1.779095626389923205e-10,1.853224610822803584e-10,1.823573017049691137e-10,1.853224610822803584e-10,1.838398813936280448e-10,1.779095626389923205e-10,1.793921423276446341e-10,1.823573017049691137e-10,1.764269829503333894e-10,1.779095626389923205e-10,1.779095626389857030e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.334321719792442403e-10,1.363973313565621025e-10,1.378799110452144161e-10,1.393624907338799647e-10,1.408450704225388958e-10,1.452928094885090716e-10,1.467753891771680026e-10,1.601186063750917649e-10,1.616011860637506960e-10,1.675315048183798029e-10,1.690140845070453514e-10,1.704966641957042825e-10,1.749444032616744583e-10,1.823573017049624963e-10,1.838398813936214273e-10,1.823573017049691137e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.986656782802041207e-10,1.882876204595982206e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.868050407709459069e-10,1.912527798369160827e-10,1.927353595255683964e-10,1.882876204596048380e-10,1.912527798369160827e-10,1.868050407709392895e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.882876204595982206e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.912527798369160827e-10,1.868050407709459069e-10,1.868050407709459069e-10,1.927353595255683964e-10,1.808747220163101826e-10,1.868050407709392895e-10,1.853224610822869759e-10,1.868050407709392895e-10,1.808747220163101826e-10,1.868050407709392895e-10,1.823573017049691137e-10,1.868050407709392895e-10,1.823573017049624963e-10,1.912527798369160827e-10,1.957005189028862585e-10,1.897702001482571517e-10,1.882876204596048380e-10,1.838398813936280448e-10,1.853224610822803584e-10,1.897702001482571517e-10,1.912527798369160827e-10,1.838398813936214273e-10,1.868050407709459069e-10,1.838398813936214273e-10,1.882876204595982206e-10,1.868050407709392895e-10,1.838398813936280448e-10,1.912527798369160827e-10,1.838398813936214273e-10,1.823573017049624963e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.882876204596048380e-10,1.793921423276512515e-10,1.808747220163101826e-10,1.838398813936280448e-10,1.853224610822869759e-10,1.823573017049624963e-10,1.838398813936214273e-10,1.853224610822803584e-10,1.912527798369160827e-10,1.838398813936280448e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.319495922905853093e-10,1.378799110452144161e-10,1.363973313565621025e-10,1.363973313565621025e-10,1.408450704225388958e-10,1.497405485544858648e-10,1.527057079317971095e-10,1.482579688658269337e-10,1.571534469977805202e-10,1.645663454410619407e-10,1.690140845070387340e-10,1.719792438843632136e-10,1.645663454410685582e-10,1.764269829503333894e-10,1.868050407709459069e-10,1.853224610822869759e-10,1.808747220163101826e-10,1.868050407709392895e-10,1.838398813936214273e-10,1.823573017049691137e-10,1.957005189028928760e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.853224610822803584e-10,1.897702001482571517e-10,1.897702001482637691e-10,1.897702001482571517e-10,1.882876204595982206e-10,1.942179392142339449e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.882876204595982206e-10,1.882876204595982206e-10,1.853224610822869759e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.942179392142273275e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.927353595255750138e-10,1.882876204595982206e-10,1.912527798369160827e-10,1.853224610822869759e-10,1.853224610822803584e-10,1.808747220163035652e-10,1.838398813936214273e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.868050407709459069e-10,1.897702001482571517e-10,1.838398813936214273e-10,1.808747220163035652e-10,1.808747220163101826e-10,1.853224610822803584e-10,1.793921423276446341e-10,1.912527798369160827e-10,1.838398813936214273e-10,1.808747220163101826e-10,1.853224610822803584e-10,1.808747220163101826e-10,1.808747220163035652e-10,1.853224610822869759e-10,1.868050407709392895e-10,1.823573017049691137e-10,1.882876204595982206e-10,1.823573017049624963e-10,1.868050407709392895e-10,1.793921423276512515e-10,1.764269829503333894e-10,1.823573017049624963e-10,1.808747220163035652e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.334321719792442403e-10,1.363973313565621025e-10,1.378799110452144161e-10,1.378799110452210336e-10,1.452928094885090716e-10,1.438102297998567579e-10,1.497405485544858648e-10,1.527057079317971095e-10,1.601186063750917649e-10,1.630837657524096271e-10,1.645663454410685582e-10,1.779095626389923205e-10,1.793921423276512515e-10,1.764269829503333894e-10,1.838398813936214273e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.853224610822803584e-10,1.942179392142273275e-10,1.779095626389923205e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.882876204596048380e-10,1.882876204596048380e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.897702001482571517e-10,1.986656782802041207e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.957005189028862585e-10,1.868050407709392895e-10,1.957005189028928760e-10,1.912527798369160827e-10,1.957005189028928760e-10,1.793921423276446341e-10,1.868050407709459069e-10,1.868050407709392895e-10,1.927353595255683964e-10,1.868050407709459069e-10,1.897702001482571517e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.986656782802107382e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.882876204595982206e-10,1.942179392142339449e-10,1.868050407709392895e-10,1.912527798369160827e-10,1.793921423276512515e-10,1.868050407709392895e-10,1.823573017049691137e-10,1.868050407709392895e-10,1.823573017049691137e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.838398813936280448e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.942179392142339449e-10,1.793921423276512515e-10,1.927353595255750138e-10,1.838398813936214273e-10,1.942179392142339449e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.764269829503333894e-10,1.882876204595982206e-10,1.808747220163101826e-10,0.000000000000000000e+00
2.075611564121510898e-10,1.363973313565621025e-10,1.349147516679031714e-10,1.363973313565621025e-10,1.408450704225322783e-10,1.393624907338799647e-10,1.363973313565554851e-10,1.467753891771680026e-10,1.467753891771680026e-10,1.601186063750917649e-10,1.645663454410685582e-10,1.660489251297274892e-10,1.645663454410685582e-10,1.779095626389923205e-10,1.764269829503333894e-10,1.808747220163035652e-10,1.808747220163101826e-10,1.868050407709392895e-10,1.868050407709392895e-10,1.942179392142339449e-10,1.957005189028928760e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.942179392142339449e-10,1.942179392142273275e-10,1.971830985915518071e-10,1.838398813936214273e-10,1.897702001482637691e-10,1.912527798369160827e-10,2.001482579688696692e-10,1.882876204595982206e-10,1.927353595255683964e-10,1.912527798369160827e-10,2.031134173461809140e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.912527798369160827e-10,1.838398813936280448e-10,1.912527798369160827e-10,1.882876204596048380e-10,1.942179392142273275e-10,1.882876204595982206e-10,1.882876204596048380e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.897702001482637691e-10,1.868050407709459069e-10,1.942179392142339449e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.868050407709392895e-10,1.912527798369160827e-10,1.853224610822869759e-10,1.868050407709459069e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.942179392142273275e-10,1.853224610822803584e-10,1.882876204595982206e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.868050407709392895e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.882876204595982206e-10,1.764269829503333894e-10,1.793921423276512515e-10,1.882876204596048380e-10,1.897702001482571517e-10,1.912527798369160827e-10,1.853224610822803584e-10,1.897702001482571517e-10,1.897702001482571517e-10,0.000000000000000000e+00
2.335063009636790750e-10,1.349147516679031714e-10,1.334321719792442403e-10,1.363973313565621025e-10,1.408450704225388958e-10,1.408450704225388958e-10,1.452928094885090716e-10,1.467753891771680026e-10,1.467753891771680026e-10,1.571534469977739028e-10,1.630837657524096271e-10,1.675315048183798029e-10,1.719792438843565961e-10,1.764269829503333894e-10,1.823573017049691137e-10,1.853224610822869759e-10,1.808747220163035652e-10,1.912527798369160827e-10,1.853224610822869759e-10,1.957005189028928760e-10,1.882876204595982206e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.986656782802041207e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.971830985915518071e-10,1.942179392142339449e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.868050407709459069e-10,1.942179392142339449e-10,2.016308376575286003e-10,1.823573017049691137e-10,1.927353595255750138e-10,1.882876204596048380e-10,1.927353595255750138e-10,1.957005189028928760e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.986656782802107382e-10,2.031134173461809140e-10,1.971830985915518071e-10,1.927353595255750138e-10,1.957005189028928760e-10,1.853224610822869759e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.971830985915451896e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.986656782802107382e-10,1.912527798369160827e-10,1.986656782802107382e-10,1.942179392142339449e-10,1.971830985915451896e-10,1.927353595255750138e-10,1.868050407709392895e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.853224610822803584e-10,1.942179392142339449e-10,1.779095626389923205e-10,1.868050407709459069e-10,1.882876204595982206e-10,1.882876204595982206e-10,1.986656782802041207e-10,1.971830985915518071e-10,1.882876204596048380e-10,1.882876204595982206e-10,0.000000000000000000e+00
2.335063009636724575e-10,1.304670126019263782e-10,1.363973313565621025e-10,1.393624907338799647e-10,1.378799110452210336e-10,1.408450704225388958e-10,1.438102297998501405e-10,1.438102297998501405e-10,1.527057079318037270e-10,1.527057079318037270e-10,1.541882876204560406e-10,1.630837657524096271e-10,1.764269829503333894e-10,1.749444032616744583e-10,1.779095626389923205e-10,1.808747220163101826e-10,1.793921423276512515e-10,1.823573017049691137e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.882876204595982206e-10,1.853224610822869759e-10,1.957005189028862585e-10,1.942179392142339449e-10,1.897702001482571517e-10,1.897702001482571517e-10,1.986656782802107382e-10,1.986656782802107382e-10,1.868050407709392895e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.986656782802041207e-10,1.957005189028928760e-10,1.868050407709392895e-10,1.971830985915518071e-10,1.986656782802041207e-10,1.971830985915518071e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.986656782802041207e-10,1.942179392142339449e-10,1.942179392142339449e-10,1.957005189028928760e-10,1.971830985915451896e-10,1.971830985915518071e-10,1.986656782802107382e-10,1.942179392142339449e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.957005189028862585e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.957005189028862585e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.971830985915518071e-10,1.986656782802041207e-10,1.868050407709459069e-10,1.957005189028862585e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.927353595255683964e-10,1.882876204596048380e-10,1.942179392142339449e-10,1.838398813936214273e-10,1.971830985915451896e-10,1.897702001482571517e-10,2.134914751667868141e-10,1.942179392142339449e-10,1.868050407709392895e-10,1.912527798369160827e-10,1.957005189028862585e-10,1.942179392142339449e-10,1.927353595255750138e-10,1.882876204595982206e-10,1.853224610822869759e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.349147516678965540e-10,1.319495922905853093e-10,1.349147516679031714e-10,1.438102297998501405e-10,1.334321719792442403e-10,1.363973313565621025e-10,1.438102297998501405e-10,1.467753891771680026e-10,1.571534469977739028e-10,1.497405485544858648e-10,1.675315048183864203e-10,1.749444032616744583e-10,1.690140845070453514e-10,1.779095626389923205e-10,1.808747220163101826e-10,1.808747220163035652e-10,1.823573017049624963e-10,1.942179392142339449e-10,1.853224610822869759e-10,1.882876204595982206e-10,1.912527798369160827e-10,1.927353595255750138e-10,1.942179392142339449e-10,1.986656782802041207e-10,1.971830985915451896e-10,1.957005189028862585e-10,1.897702001482571517e-10,1.986656782802041207e-10,1.957005189028928760e-10,1.957005189028928760e-10,1.868050407709392895e-10,1.927353595255750138e-10,1.942179392142273275e-10,1.897702001482571517e-10,1.971830985915518071e-10,1.971830985915518071e-10,1.971830985915518071e-10,2.060785767234987761e-10,1.971830985915518071e-10,1.897702001482571517e-10,1.957005189028928760e-10,1.942179392142339449e-10,1.971830985915518071e-10,1.971830985915451896e-10,1.942179392142273275e-10,1.986656782802041207e-10,1.927353595255750138e-10,1.986656782802041207e-10,1.942179392142339449e-10,1.897702001482571517e-10,1.942179392142339449e-10,1.927353595255683964e-10,1.942179392142339449e-10,1.957005189028928760e-10,1.942179392142339449e-10,1.986656782802041207e-10,1.912527798369160827e-10,1.957005189028928760e-10,1.957005189028928760e-10,1.882876204596048380e-10,1.942179392142339449e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.897702001482571517e-10,1.927353595255750138e-10,1.942179392142339449e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.927353595255750138e-10,1.957005189028928760e-10,1.882876204595982206e-10,1.927353595255683964e-10,1.853224610822803584e-10,1.838398813936214273e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.393624907338799647e-10,1.260192735359495849e-10,1.349147516678965540e-10,1.334321719792442403e-10,1.408450704225388958e-10,1.438102297998501405e-10,1.497405485544858648e-10,1.512231282431381784e-10,1.512231282431447959e-10,1.630837657524096271e-10,1.660489251297274892e-10,1.704966641956976650e-10,1.749444032616744583e-10,1.734618235730155272e-10,1.808747220163035652e-10,1.853224610822803584e-10,1.868050407709459069e-10,1.882876204596048380e-10,1.853224610822803584e-10,1.986656782802107382e-10,1.882876204595982206e-10,1.912527798369160827e-10,1.912527798369160827e-10,1.882876204596048380e-10,1.957005189028862585e-10,2.001482579688630518e-10,1.897702001482571517e-10,1.986656782802041207e-10,1.942179392142339449e-10,1.912527798369160827e-10,1.971830985915451896e-10,1.912527798369160827e-10,1.957005189028928760e-10,1.986656782802041207e-10,2.031134173461875314e-10,1.927353595255750138e-10,1.986656782802041207e-10,1.942179392142339449e-10,1.957005189028928760e-10,2.016308376575219829e-10,1.971830985915518071e-10,2.031134173461809140e-10,2.001482579688696692e-10,2.031134173461809140e-10,1.942179392142339449e-10,2.016308376575219829e-10,1.927353595255750138e-10,1.882876204596048380e-10,1.986656782802041207e-10,2.016308376575286003e-10,2.031134173461809140e-10,1.986656782802041207e-10,1.957005189028928760e-10,1.957005189028862585e-10,1.912527798369160827e-10,1.942179392142339449e-10,1.942179392142339449e-10,1.897702001482571517e-10,1.868050407709392895e-10,1.882876204595982206e-10,1.957005189028928760e-10,1.927353595255750138e-10,2.001482579688630518e-10,1.927353595255683964e-10,1.986656782802107382e-10,1.912527798369160827e-10,1.957005189028862585e-10,1.897702001482571517e-10,1.957005189028928760e-10,1.942179392142339449e-10,1.971830985915451896e-10,1.971830985915451896e-10,1.882876204595982206e-10,1.957005189028928760e-10,1.927353595255683964e-10,1.853224610822869759e-10,0.000000000000000000e+00
2.075611564121577072e-10,1.245366938472972713e-10,1.334321719792442403e-10,1.393624907338799647e-10,1.275018532246151335e-10,1.349147516679031714e-10,1.438102297998567579e-10,1.408450704225388958e-10,1.497405485544858648e-10,1.467753891771680026e-10,1.616011860637506960e-10,1.556708673091149717e-10,1.690140845070387340e-10,1.630837657524096271e-10,1.779095626389923205e-10,1.779095626389923205e-10,1.808747220163101826e-10,1.853224610822803584e-10,1.882876204596048380e-10,1.882876204595982206e-10,1.882876204595982206e-10,1.823573017049691137e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.957005189028928760e-10,1.971830985915518071e-10,1.971830985915451896e-10,1.971830985915451896e-10,1.927353595255750138e-10,1.927353595255750138e-10,2.001482579688630518e-10,1.986656782802041207e-10,1.986656782802041207e-10,1.942179392142339449e-10,1.971830985915518071e-10,2.016308376575219829e-10,1.971830985915518071e-10,2.016308376575219829e-10,1.927353595255750138e-10,1.942179392142339449e-10,1.942179392142273275e-10,2.031134173461809140e-10,2.001482579688696692e-10,2.045959970348398450e-10,1.927353595255750138e-10,1.897702001482571517e-10,1.912527798369160827e-10,2.016308376575219829e-10,2.001482579688630518e-10,2.001482579688696692e-10,1.927353595255750138e-10,1.986656782802041207e-10,1.986656782802041207e-10,1.971830985915518071e-10,1.986656782802107382e-10,2.016308376575286003e-10,1.957005189028928760e-10,1.868050407709459069e-10,1.957005189028862585e-10,1.971830985915451896e-10,1.927353595255683964e-10,1.971830985915518071e-10,1.971830985915518071e-10,1.971830985915451896e-10,1.957005189028928760e-10,1.927353595255750138e-10,1.912527798369160827e-10,1.971830985915518071e-10,1.986656782802041207e-10,1.986656782802107382e-10,1.942179392142339449e-10,1.971830985915518071e-10,1.868050407709392895e-10,1.912527798369160827e-10,1.882876204595982206e-10,1.897702001482571517e-10,1.853224610822869759e-10,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
